"","wind_dir_trig_to_degrees","surface_air_temperature","total_precipitation","surface_wind_speed","day","to_east","to_west"
"1",46.3616948480798,272.229446411133,1.25110118561385e-09,4.3340103328228,"20140101",1,0
"2",-84.4468789495409,272.735927581787,4.69933887938071e-05,4.55511506398519,"20140102",0,1
"3",101.144479058876,265.202068328857,8.44215593502895e-05,11.3421996831894,"20140103",1,0
"4",34.5231742636235,265.782932281494,1.11165213091191e-10,5.28454163173835,"20140104",1,0
"5",-4.70841395511948,271.286268870036,7.85719298731872e-05,6.09457289179166,"20140105",0,1
"6",59.6663781910945,275.251862843831,0.000122411965368959,11.0502653121948,"20140106",1,0
"7",107.549400095554,257.690249125163,1.01208901999901e-07,11.7165789008141,"20140107",1,0
"8",76.1760735404147,262.93168258667,4.90106338262612e-11,4.08789694309235,"20140108",1,0
"9",-44.7794748440022,269.750233968099,1.81384269337554e-06,3.68115466833115,"20140109",0,1
"10",-57.0572264086137,271.701002756755,3.58272650210638e-05,4.40005082885424,"20140110",0,1
"11",-0.222057203510185,278.002248128255,0.000408306174601118,8.53343252340952,"20140111",0,1
"12",107.923724917054,277.363152821859,6.64504947659831e-07,9.21436887979507,"20140112",1,0
"13",16.0759466345073,276.971204121908,5.62651338038766e-07,5.90849101543427,"20140113",1,0
"14",52.9192152557051,279.691994984945,0.00011170600926802,7.46657259265582,"20140114",1,0
"15",64.2893643031298,276.262145996094,2.83875539726826e-06,4.76041380564372,"20140115",1,0
"16",127.169334414616,272.849057515462,1.59068372305171e-05,5.81659678618113,"20140116",1,0
"17",1.58681407617095,273.539813995361,2.01839020589715e-07,4.48843356470267,"20140117",1,0
"18",66.8710787854779,270.600691477458,1.00591710558244e-05,9.16027694940567,"20140118",1,0
"19",64.8537252415356,270.070331573486,5.05843104958714e-07,6.53134074807167,"20140119",1,0
"20",72.8849705176518,275.431869506836,3.91690450814626e-08,8.35109925270081,"20140120",1,0
"21",-85.7969452775925,270.18705368042,0.0001929588212685,8.49801417191823,"20140121",0,1
"22",95.9822411368183,260.202601114909,1.44933305761795e-05,10.9242096741994,"20140122",1,0
"23",95.5528899405991,262.661996205648,2.13240392247608e-06,6.22946801781654,"20140123",1,0
"24",94.3092639936727,261.20204671224,6.80257949229694e-08,7.80058540900548,"20140124",1,0
"25",18.3789541119933,265.8738377889,2.64499325274997e-05,9.96454864740372,"20140125",1,0
"26",71.6809466522814,267.369042714437,3.22466701163648e-06,7.87325328588486,"20140126",1,0
"27",66.8552699176774,271.54300181071,7.12134339645824e-08,10.3677569230398,"20140127",1,0
"28",138.864996671421,261.828534444173,1.21554434784343e-06,6.68574137985706,"20140128",1,0
"29",127.700996527822,261.923011779785,2.16209764926149e-05,6.04196880261103,"20140129",1,0
"30",54.1640001973642,264.433399200439,0,4.50231421738863,"20140130",1,0
"31",40.9358869104106,270.246246337891,3.02267328369146e-08,4.48561856895685,"20140131",1,0
"32",-22.7578430024364,274.862758636475,2.46426258406574e-10,4.58490168551604,"20140201",0,1
"33",59.3383773429913,276.722534179688,5.02929850654255e-07,4.55323416988055,"20140202",1,0
"34",-80.1737875717316,274.34953435262,0.000412595146523624,8.23068416118622,"20140203",0,1
"35",-136.522235245032,268.704582214355,1.45325962913641e-09,5.23006655772527,"20140204",0,1
"36",-35.6847207445682,271.808925628662,0.000256044564498126,5.60352762540181,"20140205",0,1
"37",142.894261227207,268.694754282633,1.94104245565541e-07,8.02238264679909,"20140206",1,0
"38",114.856641294645,269.526499430339,2.21910833412646e-08,4.72311367591222,"20140207",1,0
"39",35.8055924058382,266.549121856689,6.7369396554671e-06,4.16274309158325,"20140208",1,0
"40",-24.0545964607773,267.591320037842,4.00860044464935e-05,3.5445944716533,"20140209",0,1
"41",139.359446921784,267.050055185954,3.48468878049365e-06,6.87562040487925,"20140210",1,0
"42",157.410300738241,263.953276316325,1.60149625116901e-07,6.17753719290098,"20140211",1,0
"43",-127.549126557923,262.420111338298,5.97324710064721e-08,5.93294989069303,"20140212",0,1
